3ba240be-143b-4c63-adec-ec246f4eadd0;Oriental Soft Cheese;420;EUR;{"https://loremflickr.com/640/480?lock=4190998974431232","https://loremflickr.com/640/480?lock=5273930703044608","https://picsum.photos/seed/yqEVgbPo0c/640/480","https://loremflickr.com/640/480?lock=550653785014272"};
fc374507-f8f7-4aff-b398-72f13c11b762;Luxurious Steel Ball;840;EUR;{"https://loremflickr.com/640/480?lock=56157016162304"};
4078b338-5508-4295-a599-e015cc29b2f1;Small Steel Table;670;USD;{"https://loremflickr.com/640/480?lock=6551868165586944"};
e0d4a7fe-1ab8-448f-b2f8-fd5fb8af866c;Ergonomic Metal Shirt;540;USD;{"https://picsum.photos/seed/tvCDF4KP/640/480"};
63e87ee0-b91c-44cf-aaf1-06ff8d7787ee;Handmade Wooden Pants;370;EUR;{"https://loremflickr.com/640/480?lock=6067030639771648","https://loremflickr.com/640/480?lock=4057221210046464","https://loremflickr.com/640/480?lock=689576398028800","https://loremflickr.com/640/480?lock=3995346432688128","https://picsum.photos/seed/fry0P/640/480"};
fe110609-eba7-4b53-8478-b38d7c405081;Intelligent Granite Ball;220;USD;{"https://loremflickr.com/640/480?lock=5767392728711168","https://loremflickr.com/640/480?lock=7745249789083648"};
5f5663cb-ee9a-4155-812d-0d5877d08614;Incredible Cotton Sausages;370;USD;{"https://picsum.photos/seed/e6v5j/640/480","https://picsum.photos/seed/EGy6V2pTia/640/480","https://picsum.photos/seed/1ngyHi713a/640/480"};
d2c4702b-51c7-443c-879d-5bf44bde8cdb;Rustic Fresh Gloves;260;EUR;{"https://picsum.photos/seed/5qudFA/640/480","https://picsum.photos/seed/nxcnCcx/640/480","https://loremflickr.com/640/480?lock=7161100214730752"};
d9446aa0-dd8a-43c0-90ca-bbeca46cd539;Elegant Wooden Fish;340;USD;{"https://loremflickr.com/640/480?lock=1633123754311680","https://loremflickr.com/640/480?lock=9003028977811456","https://picsum.photos/seed/bNY1nH/640/480"};
16c6a844-b6af-42f5-8638-4d29f2521184;Practical Wooden Chicken;80;USD;{"https://loremflickr.com/640/480?lock=7329206501376"};
78c93c0f-ffe0-4635-91ae-19ddae13e4ae;Rustic Metal Shirt;190;EUR;{"https://picsum.photos/seed/YkOM5boJ/640/480","https://loremflickr.com/640/480?lock=6521741398507520","https://loremflickr.com/640/480?lock=4054177223278592"};
4d40b653-b7f4-4bd9-ad2a-a261fe2b593d;Handcrafted Rubber Keyboard;710;USD;{"https://picsum.photos/seed/336kxCPYd/640/480","https://picsum.photos/seed/Dvc9vQZ63/640/480"};
cef61148-e3aa-4a95-aefe-6f115153484c;Practical Metal Chair;80;EUR;{"https://loremflickr.com/640/480?lock=1474842536706048"};
9bfb94c8-ed53-464b-a054-99f328b748d9;Awesome Plastic Chair;200;EUR;{"https://loremflickr.com/640/480?lock=757124554555392","https://picsum.photos/seed/vqNXO/640/480","https://loremflickr.com/640/480?lock=7246405194219520","https://loremflickr.com/640/480?lock=3684689227284480"};
4f6cc3b1-35e4-4ea6-a33c-3d83d5ee9b83;Fantastic Fresh Ball;730;EUR;{"https://picsum.photos/seed/SgKnLllwO/640/480"};
b3134a5b-1570-4c97-bf16-04b2981c0902;Elegant Concrete Soap;940;EUR;{"https://loremflickr.com/640/480?lock=5688212227883008","https://picsum.photos/seed/Lq8opwucVC/640/480","https://picsum.photos/seed/9YTpIDqwy8/640/480"};
8f9bcf9d-889b-4b2d-b6fe-62a17f131070;Tasty Fresh Gloves;910;EUR;{"https://loremflickr.com/640/480?lock=589199042412544","https://loremflickr.com/640/480?lock=7888710961987584","https://loremflickr.com/640/480?lock=3580297316663296"};
480af81e-db56-4ed7-8a36-d6066712f1c8;Unbranded Wooden Bike;310;USD;{"https://loremflickr.com/640/480?lock=4861254940229632","https://picsum.photos/seed/ZC5cyHH/640/480"};
710e351e-eb4b-4ae0-99f0-d16e92f7260c;Handcrafted Granite Sausages;40;USD;{"https://picsum.photos/seed/k6vC4/640/480"};
569462c3-70e5-442e-aa2b-9fd05fe420bd;Electronic Granite Salad;720;EUR;{"https://loremflickr.com/640/480?lock=1378293211201536","https://picsum.photos/seed/VtfK4F/640/480","https://loremflickr.com/640/480?lock=865763311222784","https://loremflickr.com/640/480?lock=4254491968798720","https://loremflickr.com/640/480?lock=6331228189884416"};
97c0a3c1-693f-485b-b133-c4db87d2b027;Rustic Wooden Shoes;190;USD;{"https://loremflickr.com/640/480?lock=1756718348369920","https://picsum.photos/seed/6Fo1dNnyL/640/480","https://picsum.photos/seed/ULaBpDVuec/640/480","https://loremflickr.com/640/480?lock=7709993847488512","https://loremflickr.com/640/480?lock=7314841148588032"};
a9b399fa-9e8b-4e70-8b1e-bfecb78ba779;Rustic Wooden Towels;350;EUR;{"https://picsum.photos/seed/QnlaB/640/480","https://loremflickr.com/640/480?lock=4621352117993472","https://picsum.photos/seed/Qsco2OyEtH/640/480","https://picsum.photos/seed/3bXrYwMT/640/480"};
99a53759-77f2-4f82-ac13-df4c27555f27;Practical Bronze Table;580;EUR;{"https://loremflickr.com/640/480?lock=6699208486682624","https://loremflickr.com/640/480?lock=1447790792146944","https://loremflickr.com/640/480?lock=1816610849423360"};
141b24b5-8c58-414d-8080-a4ed20ab4133;Licensed Rubber Cheese;780;EUR;{"https://picsum.photos/seed/WZ7ZTdOhQ/640/480","https://picsum.photos/seed/jjH360p1/640/480"};
7cd7ac28-361f-4948-9de3-1fb7b35ad0a8;Refined Cotton Pants;820;EUR;{"https://loremflickr.com/640/480?lock=3030405793972224","https://loremflickr.com/640/480?lock=650763101536256","https://loremflickr.com/640/480?lock=2995482552958976","https://picsum.photos/seed/9aDzP/640/480","https://loremflickr.com/640/480?lock=3002839620124672"};
10869ba4-b25f-4045-9348-7e8223375b63;Intelligent Soft Table;1000;USD;{"https://loremflickr.com/640/480?lock=4382549256175616","https://loremflickr.com/640/480?lock=33297759469568","https://picsum.photos/seed/Zfbi3/640/480","https://loremflickr.com/640/480?lock=249890695282688","https://loremflickr.com/640/480?lock=3757502982258688"};
a5257bed-1bbf-42bd-813b-a3bfd22d8478;Gorgeous Wooden Chips;490;USD;{"https://loremflickr.com/640/480?lock=3793872664657920"};
3ba37f87-b68c-46ac-bafd-05b4e4cbcfc3;Bespoke Cotton Hat;320;EUR;{"https://loremflickr.com/640/480?lock=3831499046518784"};
